Origem - Cidade,Destino - Cidade,Distance (GCD),Latitude_Origin,Longitude_Origin,Latitude_Destination,Longitude_Destination
Campinas,Assunção,1105.056786,-22.905639,-47.059564,-25.280046,-57.634381
Assunção,Curitiba,840.384748,-25.280046,-57.634381,-25.429596,-49.271272
Santa Maria,São Luís,3182.159469,-29.686051,-53.806921,-2.529526,-44.296394
Bogotá,Cúcuta,420.486135,4.653382,-74.083633,8.077619,-72.4689
Cúcuta,Manaus,1863.190822,8.077619,-72.4689,-3.131633,-59.982504
Indianapolis,Houston,1393.39817,39.768333,-86.15835,29.758938,-95.367697
Nova York,Indianapolis,1035.973995,40.712728,-74.006015,39.768333,-86.15835
Resende,Paracambi,75.652215,-22.468363,-44.446349,-22.619896,-43.728204
Salvador,Feira Grande,6336.012809,13.800038,-88.914068,-9.894424,-36.679326
Manaus,Jijoca de Jericoacoara,2168.965055,-3.131633,-59.982504,-2.898628,-40.450608
Salinas,Brasília,8837.483126,36.674412,-121.655037,-10.333333,-53.2
Brasília,Salinas,8837.483126,-10.333333,-53.2,36.674412,-121.655037
La Paz,Manaus,1732.580866,-16.495545,-68.133623,-3.131633,-59.982504
Manaus,La Paz,1732.580866,-3.131633,-59.982504,-16.495545,-68.133623
São Luís,Santa Luzia do Paruá,164.344374,-2.529526,-44.296394,-2.544066,-45.775757
Barueri,Barreiras,1279.476029,-23.511218,-46.876461,-12.144003,-44.996741
Guanambi,Barueri,1118.884145,-14.223066,-42.779943,-23.511218,-46.876461
São Raimundo Nonato,Florianópolis,2155.857706,-9.014976,-42.688843,-27.5973,-48.54961
Taubaté,Cascavel,829.890961,-23.031448,-45.561279,-24.9555,-53.456054
Juazeiro,Vitória da Conquista,596.935781,-9.513751,-40.307898,-14.856749,-40.84148
Londres,Nairóbi,6821.893502,51.507446,-0.127765,-1.302398,36.828851
João Pessoa,Lençóis,934.754274,-7.121598,-34.882028,-12.561532,-41.389534
Hong Kong,Lagos,11837.789093,22.281833,114.158283,6.455058,3.39418
Belém,La Paz,2726.523545,-1.45056,-48.468245,-16.495545,-68.133623
Bacabal,Brasília,1149.645808,-4.231813,-44.781167,-10.333333,-53.2
Vitorino Freire,Bacabal,51.461797,-4.28853,-45.241758,-4.231813,-44.781167
São Luís,Vitorino Freire,221.960688,-2.529526,-44.296394,-4.28853,-45.241758
Caçapava,Boa Vista,3307.412111,-23.099204,-45.707645,2.820848,-60.671958
Lomé,Paris,4752.329666,6.130419,1.215829,48.85889,2.320041
Vitorino Freire,Brasília,1105.175503,-4.28853,-45.241758,-10.333333,-53.2
Fortaleza,Vitorino Freire,746.705496,-3.793217,-38.528036,-4.28853,-45.241758
Confins,Contagem,33.189441,-19.627875,-43.991231,-19.913275,-44.084095
Contagem,Confins,33.189441,-19.913275,-44.084095,-19.627875,-43.991231
Flórida,Washington,1304.575697,27.756767,-81.463984,38.895098,-77.036385
Washington,Flórida,1304.575697,38.895098,-77.036385,27.756767,-81.463984
Belém,Montes Claros de Goiás,1650.021713,-1.45056,-48.468245,-16.005946,-51.397878
Montes Claros de Goiás,Goiânia,240.823614,-16.005946,-51.397878,-16.680882,-49.253269
Astana,Aktau - Mangystau,1732.059502,51.115993,71.467706,43.635336,51.168222
Aktau - Mangystau,Londres,3862.488548,43.635336,51.168222,51.507446,-0.127765
Telavive,São Paulo - São Miguel,1229.078242,-14.419068,-53.120019,-23.494878,-46.439079
São Paulo - São Miguel,Telavive,1229.078242,-23.494878,-46.439079,-14.419068,-53.120019
Miami,NOVA IORQUE,1756.685942,25.774157,-80.193597,40.712728,-74.006015
NOVA IORQUE,Washington,328.386291,40.712728,-74.006015,38.895098,-77.036385
Cidade do México,Paris,9204.663602,19.320772,-99.151468,48.85889,2.320041
Paris,Basel,416.183655,48.85889,2.320041,47.558108,7.587826
Madri,Zurique,6726.158916,25.049132,81.377551,47.374449,8.541042
Zurique,Lisboa,1723.577153,47.374449,8.541042,38.707751,-9.136592
Belo Horizonte,Dresden - Saxônia,9682.708314,-19.922732,-43.945095,51.049329,13.738144
Dresden - Saxônia,Belo Horizonte,9682.708314,51.049329,13.738144,-19.922732,-43.945095
Cidade do México,Seul,12060.379018,19.320772,-99.151468,37.566679,126.978291
Belo Horizonte,Berna,9039.064774,-19.922732,-43.945095,46.948474,7.452175
Berna,Belo Horizonte,9039.064774,46.948474,7.452175,-19.922732,-43.945095
Sydney,Santiago,13830.173754,-33.869844,151.208285,9.869479,-83.798075
Recife,SÃO FRANCISCO,10339.462397,-8.058493,-34.884819,37.787936,-122.40752
SÃO FRANCISCO,Recife,10339.462397,37.787936,-122.40752,-8.058493,-34.884819
Washington,Basel,6578.820737,38.895098,-77.036385,47.558108,7.587826
Sinop,Londres,2862.838096,41.647638,34.956014,51.507446,-0.127765
Londres,Sinop,2862.838096,51.507446,-0.127765,41.647638,34.956014
La Paz,Campo Grande,1491.606197,-16.495545,-68.133623,-20.464017,-54.616295
Cidade da Guatemala,Manaus,3900.932189,14.641614,-90.513284,-3.131633,-59.982504
San Salvador,Palmas,5231.514568,13.697629,-89.191156,-10.183785,-48.333642
Campo Grande,Orlando,6160.426054,-20.464017,-54.616295,28.542122,-81.379045
Orlando,Campo Grande,6160.426054,28.542122,-81.379045,-20.464017,-54.616295
Londres,Florença,1208.832505,51.507446,-0.127765,43.769796,11.25564
Dothan - Alabama,Manaus,4672.097267,31.223728,-85.393438,-3.131633,-59.982504
Goiânia,Denver,8520.755765,-16.680882,-49.253269,39.739236,-104.984862
Denver,Goiânia,8520.755765,39.739236,-104.984862,-16.680882,-49.253269
São Gabriel,Nova Delhi,15355.305823,-30.334214,-54.322715,28.613895,77.209006
Porto Alegre,El Paso - Texas,12868.111033,-30.0325,-51.230377,25.201864,55.153
El Paso - Texas,Porto Alegre,12868.111033,25.201864,55.153,-30.0325,-51.230377
Rio de Janeiro,Nashville,8005.255443,-22.911014,-43.209373,36.162277,-86.774298
Rio de Janeiro,Vigo,8059.69377,-22.911014,-43.209373,42.19864,-8.727956
Vigo,Rio de Janeiro,8059.69377,42.19864,-8.727956,-22.911014,-43.209373
Dacar,Brazzaville,4176.91066,14.693425,-17.447938,-4.269441,15.271226
Brazzaville,Dacar,4176.91066,-4.269441,15.271226,14.693425,-17.447938
Granada - Andaluzia,Rio de Janeiro,7863.536163,37.1735,-3.599534,-22.911014,-43.209373
Brasília,Mauá,1645.776407,-10.333333,-53.2,-23.666953,-46.461692
Mauá,Brasília,1645.776407,-23.666953,-46.461692,-10.333333,-53.2
Porto Alegre,Vadodara,14454.777675,-30.0325,-51.230377,22.297314,73.194257
Santa Marta,Bogotá,731.622333,11.232094,-74.195092,4.653382,-74.083633
Goiânia,Santa Marta,4141.695929,-16.680882,-49.253269,11.232094,-74.195092
Florianópolis,Daca,15896.711222,-27.5973,-48.54961,23.764386,90.389014
Dothan - Alabama,Guarulhos,7355.662912,31.223728,-85.393438,-23.467594,-46.52777
Guarulhos,Dothan - Alabama,7355.662912,-23.467594,-46.52777,31.223728,-85.393438
Dresden - Saxônia,Guarulhos,10158.507704,51.049329,13.738144,-23.467594,-46.52777
Guarulhos,Dresden - Saxônia,10158.507704,-23.467594,-46.52777,51.049329,13.738144
Dothan - Alabama,Campo Grande,6619.253518,31.223728,-85.393438,-20.464017,-54.616295
Campo Grande,Dothan - Alabama,6619.253518,-20.464017,-54.616295,31.223728,-85.393438
Cracóvia,Curitiba,10795.980524,50.061947,19.936856,-25.429596,-49.271272
Norfolk-Virginia,Curitiba,7480.752243,36.84937,-76.289954,-25.429596,-49.271272
Curitiba,Norfolk-Virginia,7480.752243,-25.429596,-49.271272,36.84937,-76.289954
Cidade do México,Houston,1221.872566,19.320772,-99.151468,29.758938,-95.367697
Shenyang,Ancara,7231.817488,41.80261,123.42791,39.920776,32.85405
Brasília,Shenyang,16500.397766,-10.333333,-53.2,41.80261,123.42791
Rio de Janeiro,Abuja,6562.175191,-22.911014,-43.209373,9.06433,7.489297
Boa Vista,Cruzeiro do Sul,3712.366065,2.820848,-60.671958,-29.513974,-51.991707
Brasília de Minas,Washington,7008.324496,-16.239105,-44.384509,38.895098,-77.036385
Curitiba,Cantão,18227.31181,-25.429596,-49.271272,23.128843,113.258958
Cantão,Curitiba,18227.31181,23.128843,113.258958,-25.429596,-49.271272
Dallas,Manaus,5561.791279,32.776272,-96.796856,-3.131633,-59.982504
Manaus,Dallas,5561.791279,-3.131633,-59.982504,32.776272,-96.796856
Goa,Porto Alegre,14226.006882,15.300454,74.085513,-30.0325,-51.230377
Porto Alegre,Goa,14226.006882,-30.0325,-51.230377,15.300454,74.085513
Belo Horizonte,Constança,10235.547318,-19.922732,-43.945095,44.176716,28.65076
Constança,Belo Horizonte,10235.547318,44.176716,28.65076,-19.922732,-43.945095
Confins,Patos de Minas,288.036754,-19.627875,-43.991231,-18.604145,-46.50967
Patos de Minas,Confins,288.036754,-18.604145,-46.50967,-19.627875,-43.991231
Guarulhos,Linz,10006.464364,-23.467594,-46.52777,48.305908,14.286198
Rio de Janeiro,Linz,9761.951502,-22.911014,-43.209373,48.305908,14.286198
Xangai,Lisboa,10710.122802,31.231271,121.470015,38.707751,-9.136592
Dubai,Porto Louis,5036.315025,25.074282,55.188539,-20.162452,57.502804
Porto Louis,Dubai,5036.315025,-20.162452,57.502804,25.074282,55.188539
Bristol_Tennessee,Brasília,6034.569471,36.594503,-82.188521,-10.333333,-53.2
Brasília,Bristol_Tennessee,6034.569471,-10.333333,-53.2,36.594503,-82.188521
Acra,Abidjã,423.103234,5.55711,-0.201238,5.320357,-4.016107
Abuja,Acra,933.419885,9.06433,7.489297,5.55711,-0.201238
Abidjã,Dacar,1801.114928,5.320357,-4.016107,14.693425,-17.447938
Tarapur,Brasília,16081.904166,24.830302,92.787569,-10.333333,-53.2
Brasília,Tarapur,16081.904166,-10.333333,-53.2,24.830302,92.787569
Madri,Praia,10747.749115,25.049132,81.377551,14.916281,-23.50951
Praia,Madri,10747.749115,14.916281,-23.50951,25.049132,81.377551
Foz do Iguaçu,Veneza,10379.015888,-25.530402,-54.583069,45.404617,12.310523
Veneza,Foz do Iguaçu,10379.015888,45.404617,12.310523,-25.530402,-54.583069
Florianópolis,Vancouver,11271.330832,-27.5973,-48.54961,49.260872,-123.113952
Vancouver,Florianópolis,11271.330832,49.260872,-123.113952,-27.5973,-48.54961
Praia,Maputo,7578.253935,14.916281,-23.50951,-25.966213,32.56745
Madri,Lima,17325.197494,25.049132,81.377551,-12.045981,-77.030591
Lima,Madri,17325.197494,-12.045981,-77.030591,25.049132,81.377551
Nairóbi,Nampula,1542.90585,-1.302398,36.828851,-14.966969,39.270775
Dacar,Nairóbi,6229.437949,14.693425,-17.447938,-1.302398,36.828851
Nampula,Dacar,7053.107543,-14.966969,39.270775,14.693425,-17.447938
Praia,Dacar,652.090504,14.916281,-23.50951,14.693425,-17.447938
Foz do Iguaçu,Paris,10010.059712,-25.530402,-54.583069,48.85889,2.320041
Paris,Foz do Iguaçu,10010.059712,48.85889,2.320041,-25.530402,-54.583069
Malmo,Brasília,9521.304589,55.605293,13.000157,-10.333333,-53.2
Brasília,Malmo,9521.304589,-10.333333,-53.2,55.605293,13.000157
Coari,Recife,3154.56794,-4.088596,-63.143117,-8.058493,-34.884819
Ahmedabad,Rio de Janeiro,13499.542203,23.021537,72.580057,-22.911014,-43.209373
Brasília,Saitama,16892.752417,-10.333333,-53.2,35.975417,139.416011
Saitama,Brasília,16892.752417,35.975417,139.416011,-10.333333,-53.2
Belo Horizonte,Praia,4472.108939,-19.922732,-43.945095,14.916281,-23.50951
Praia,Belo Horizonte,4472.108939,14.916281,-23.50951,-19.922732,-43.945095
Dourados,Aracaju,2266.18372,-22.220614,-54.812208,-10.916206,-37.077466
Goiânia,São José dos Campos,804.417694,-16.680882,-49.253269,-23.186778,-45.885454
Coari,Presidente Prudente,2371.891898,-4.088596,-63.143117,-22.122517,-51.388253
Corumbá,Macapá,2236.164979,-19.000603,-57.650754,0.040153,-51.056959
Belém,São José dos Pinhais,2679.106975,-1.45056,-48.468245,-25.533816,-49.207216
Santos,Bangalore,14011.822136,-23.960945,-46.316632,12.976794,77.590082
Bangalore,Santos,14011.822136,12.976794,77.590082,-23.960945,-46.316632
Portalegre,Rio de Janeiro,7830.783494,39.207645,-7.721513,-22.911014,-43.209373
Rio de Janeiro,Portalegre,7830.783494,-22.911014,-43.209373,39.207645,-7.721513
Foz do Iguaçu,São José dos Campos,918.538026,-25.530402,-54.583069,-23.186778,-45.885454
Tabatinga,Vitória da Conquista,1127.114357,-21.737377,-48.688052,-14.856749,-40.84148
Bruxelas,Washington,6216.968926,50.846737,4.352493,38.895098,-77.036385
Washington,Lucerna,6652.073024,38.895098,-77.036385,47.052144,8.305812
Deli,São Paulo,14429.566972,28.632803,77.219771,-23.550651,-46.633382
Bangalore,Deli,1741.290467,12.976794,77.590082,28.632803,77.219771
Deli,Bangalore,1741.290467,28.632803,77.219771,12.976794,77.590082
Belo Horizonte,Deli,14030.541931,-19.922732,-43.945095,28.632803,77.219771
Ibagué,Montería,470.929415,4.438603,-75.210886,8.604605,-75.97832
Brasília,Pouso Alegre,1533.001898,-10.333333,-53.2,-22.234386,-45.932724
Paris,Mumbai,7012.746736,48.85889,2.320041,19.054999,72.869204
Mumbai,Goa,437.016571,19.054999,72.869204,15.300454,74.085513
Mumbai,Paris,7012.746736,19.054999,72.869204,48.85889,2.320041
Vitória,Lagoa Santa,13697.557891,-36.59861,144.678005,-19.635738,-43.896613
Lagoa Santa,Vitória,13697.557891,-19.635738,-43.896613,-36.59861,144.678005
Dourados,Ilhéus,1854.522318,-22.220614,-54.812208,-14.792599,-39.045384
Itaituba,Tabatinga,2096.550944,-4.262522,-55.987814,-21.737377,-48.688052
Visakhapatnam,Seul,4781.205087,17.693553,83.29213,37.566679,126.978291
Brasília,Bayannao'er,16062.574934,-10.333333,-53.2,41.569576,107.494851
Bayannao'er,Brasília,16062.574934,41.569576,107.494851,-10.333333,-53.2
Itaituba,Porto Seguro,2290.495229,-4.262522,-55.987814,-16.443473,-39.064251
Tainan,Ahmedabad,4849.694429,22.991235,120.184982,23.021537,72.580057
Juazeiro do Norte,Marília,2020.269549,-7.215345,-39.315334,-22.2172,-49.950006
Marília,Juazeiro do Norte,2020.269549,-22.2172,-49.950006,-7.215345,-39.315334
Shenyang,Brasília,16500.397766,41.80261,123.42791,-10.333333,-53.2
Bruxelas,Vilnius,1465.179877,50.846737,4.352493,54.687046,25.282911
Vilnius,Bruxelas,1465.179877,54.687046,25.282911,50.846737,4.352493
Alta Floresta,Barreiras,1236.097595,-9.869855,-56.083499,-12.144003,-44.996741
Curitiba,Itaituba,2460.423181,-25.429596,-49.271272,-4.262522,-55.987814
Itaituba,Curitiba,2460.423181,-4.262522,-55.987814,-25.429596,-49.271272
Varginha,Salvador,6161.010466,-21.556591,-45.434067,13.800038,-88.914068
Coari,Palmas,1768.156552,-4.088596,-63.143117,-10.183785,-48.333642
Nashville,Rio de Janeiro,8005.255443,36.162277,-86.774298,-22.911014,-43.209373
Nashville,Florianópolis,8141.476148,36.162277,-86.774298,-27.5973,-48.54961
Natal,Varginha,2068.56072,-5.805398,-35.20809,-21.556591,-45.434067
Confins,Vadodara,13533.365954,-19.627875,-43.991231,22.297314,73.194257
Vadodara,Confins,13533.365954,22.297314,73.194257,-19.627875,-43.991231
Paris,Estrasburgo,399.458257,48.85889,2.320041,48.584614,7.750713
Estrasburgo,Paris,399.458257,48.584614,7.750713,48.85889,2.320041
Santos,Bayannao'er,16901.845004,-23.960945,-46.316632,41.569576,107.494851
Bayannao'er,Santos,16901.845004,41.569576,107.494851,-23.960945,-46.316632
Teófilo Otoni,Governador Valadares,120.277488,-17.857927,-41.508153,-18.857416,-41.943928
Brasília,Nagpur,14788.985626,-10.333333,-53.2,21.149813,79.082056
Nova Iguaçu,Brasília,1727.242079,-22.759218,-43.450873,-10.333333,-53.2
Brasília,Nova Iguaçu,1727.242079,-10.333333,-53.2,-22.759218,-43.450873
Porto Seguro,Cascavel,1769.026929,-16.443473,-39.064251,-24.9555,-53.456054
Cascavel,Porto Seguro,1769.026929,-24.9555,-53.456054,-16.443473,-39.064251
Tabatinga,Porto Seguro,1169.583114,-21.737377,-48.688052,-16.443473,-39.064251
Peruíbe,Brasília,1688.203568,-24.32181,-46.997745,-10.333333,-53.2
Brasília,Peruíbe,1688.203568,-10.333333,-53.2,-24.32181,-46.997745
Amã,Riad,1331.947634,31.951569,35.923962,24.638916,46.71601
Riad,Amã,1331.947634,24.638916,46.71601,31.951569,35.923962
Brasília,Cambridge - Massachusetts,6137.27181,-10.333333,-53.2,42.365635,-71.104002
Cambridge - Massachusetts,Brasília,6137.27181,42.365635,-71.104002,-10.333333,-53.2
Acra,Berlim,5368.139529,5.55711,-0.201238,52.517388,13.395131
Shenyang,Indore,4873.122827,41.80261,123.42791,22.720362,75.8682
Indore,Guarulhos,14164.226052,22.720362,75.8682,-23.467594,-46.52777
Visakhapatnam,Shenyang,4647.383445,17.693553,83.29213,41.80261,123.42791
Divinópolis,Belo Horizonte,100.544759,-20.159792,-44.873934,-19.922732,-43.945095
São Paulo,Divinópolis,418.474284,-23.550651,-46.633382,-20.159792,-44.873934
Maceió,Itajaí,2350.310386,-9.647684,-35.733926,-26.904679,-48.655298
Brasília,Divinópolis,1410.410531,-10.333333,-53.2,-20.159792,-44.873934
Divinópolis,Brasília,1410.410531,-20.159792,-44.873934,-10.333333,-53.2
Itaituba,Sorriso,921.371064,-4.262522,-55.987814,-12.544489,-55.723397
Nantes,Recife,6969.473826,47.218637,-1.554136,-8.058493,-34.884819
Recife,Nantes,6969.473826,-8.058493,-34.884819,47.218637,-1.554136
Vila Bela da Santíssima Trindade,Sinop,11512.133903,-15.009904,-59.961115,41.647638,34.956014
Cuiabá,Vila Bela da Santíssima Trindade,419.3387,-15.598669,-56.09913,-15.009904,-59.961115
Cascavel,Coari,2540.945515,-24.9555,-53.456054,-4.088596,-63.143117
Rabat,Guarulhos,7645.950152,34.021845,-6.840893,-23.467594,-46.52777
Guarulhos,Rabat,7645.950152,-23.467594,-46.52777,34.021845,-6.840893
Porto Alegre,Lecce,10585.024169,-30.0325,-51.230377,40.152217,18.226063
Lecce,Porto Alegre,10585.024169,40.152217,18.226063,-30.0325,-51.230377
Manaus,Santa Fé de Goiás,1708.721237,-3.131633,-59.982504,-15.770593,-51.10182
Araxá,Goiânia,406.337188,-19.600915,-46.940923,-16.680882,-49.253269
Samsun,Brasília,10693.653226,41.230356,35.968334,-10.333333,-53.2
Istambul,Samsun,586.122293,41.006381,28.975872,41.230356,35.968334
Caçapava,Brasília,1627.330722,-23.099204,-45.707645,-10.333333,-53.2
Nova Delhi,Shenyang,4388.379259,28.613895,77.209006,41.80261,123.42791
Nova York,Taipei,12528.960748,40.712728,-74.006015,25.03752,121.56368
Maragogipe,Brasília,1579.158515,-12.778298,-38.918181,-10.333333,-53.2
João Neiva,Vitória,13726.084874,-19.757031,-40.385663,-36.59861,144.678005
Nanuque,João Neiva,213.265792,-17.839392,-40.349463,-19.757031,-40.385663
Vitória da Conquista,Itapetinga,77.179566,-14.856749,-40.84148,-15.245448,-40.246005
Itapetinga,Nanuque,288.644073,-15.245448,-40.246005,-17.839392,-40.349463
Pistoia,Brasília,8821.757308,43.974096,10.868708,-10.333333,-53.2
Campinas,Alegrete,1158.351316,-22.905639,-47.059564,-29.790166,-55.794862
Zurique,Davos,116.468122,47.374449,8.541042,46.796198,9.823689
Davos,Zurique,116.468122,46.796198,9.823689,47.374449,8.541042
Caxias,Brasília,2104.888012,-29.168504,-51.179638,-10.333333,-53.2
Cingapura,Bruxelas,9655.245787,-23.50948,-46.617969,50.846737,4.352493
Liubliana,Jacarta,10680.174934,46.050027,14.506929,-6.175405,106.827168
Columbus - Ohio,São Paulo,8005.163406,39.96226,-83.000706,-23.550651,-46.633382
Viena,San José,9946.893688,48.208354,16.372504,9.932771,-84.079614
San José,Viena,9946.893688,9.932771,-84.079614,48.208354,16.372504
Quigali,São Paulo,8570.527829,-1.953436,30.114009,-23.550651,-46.633382
Belo Horizonte,Quigali,8267.912192,-19.922732,-43.945095,-1.953436,30.114009
Bangalore,Atenas,5977.229375,12.976794,77.590082,37.975565,23.734832
Macapá,Ponta Porã,2559.890096,0.040153,-51.056959,-22.528692,-55.723426
Madri,Nairóbi,5617.347246,25.049132,81.377551,-1.302398,36.828851
Tbilisi,Teerã,878.444593,41.693459,44.80145,35.689252,51.3896
Cacoal,Curitiba,2014.685069,-11.4333,-61.44205,-25.429596,-49.271272
Barcelona,Alcalá de Henares - Madrid,476.041567,41.38258,2.177073,40.481954,-3.363981
Juína,Porto Velho,634.090567,-11.423091,-58.757021,-8.749452,-63.873544
Itaituba,Juína,852.57643,-4.262522,-55.987814,-11.423091,-58.757021
Columbus - Geórgia,Belo Horizonte,7278.320348,32.461071,-84.988045,-19.922732,-43.945095
Porto Alegre,Lagos,7092.426341,-30.0325,-51.230377,6.455058,3.39418
Guarapuava,Ribeirão Preto,599.132246,-25.395099,-51.462202,-21.177632,-47.810098
São Gonçalo do Amarante,Campo Grande,2526.516826,-3.609976,-38.968718,-20.464017,-54.616295
Campo Grande,São Gonçalo do Amarante,2526.516826,-20.464017,-54.616295,-3.609976,-38.968718
Londres,Munique,918.058784,51.507446,-0.127765,48.137108,11.575382
San Jose,Dallas,2332.289892,37.336166,-121.890591,32.776272,-96.796856
Casablanca,Brazzaville,4849.211906,33.594514,-7.620028,-4.269441,15.271226
Nouakchott,Casablanca,1915.33565,18.079238,-15.978007,33.594514,-7.620028
Três Corações,Alegrete,1385.980047,-21.695625,-45.254368,-29.790166,-55.794862
Florianópolis,Tbilisi,12263.970333,-27.5973,-48.54961,41.693459,44.80145
Tbilisi,Florianópolis,12263.970333,41.693459,44.80145,-27.5973,-48.54961
Kuala Lumpur,Bruxelas,10249.239751,3.151696,101.694237,50.846737,4.352493
Sinop,Várzea Grande,11244.1819,41.647638,34.956014,-15.645816,-56.132218
Riad,Al-'Ula,903.446754,24.638916,46.71601,26.558896,37.959652
